sex,geo,year,unit,total
T, Braila,2016,NR,334
T, Braila,2017,NR,370
T, Braila,2018,NR,420
T, Braila,2019,NR,401
T, Braila,2020,NR,344
T, Buzau,1990,NR,164
T, Buzau,1991,NR,493
T, Buzau,1992,NR,57
T, Buzau,1993,NR,77
T, Buzau,1994,NR,89
T, Buzau,1995,NR,80
T, Buzau,1996,NR,123
T, Buzau,1997,NR,117
T, Buzau,1998,NR,133
T, Buzau,1999,NR,80
T, Buzau,2000,NR,99
T, Buzau,2001,NR,92
T, Buzau,2002,NR,73
T, Buzau,2003,NR,70
T, Buzau,2004,NR,79
T, Buzau,2005,NR,89
T, Buzau,2006,NR,94
T, Buzau,2007,NR,97
T, Buzau,2008,NR,83
T, Buzau,2009,NR,89
T, Buzau,2010,NR,82
T, Buzau,2011,NR,157
T, Buzau,2012,NR,133
T, Buzau,2013,NR,243
T, Buzau,2014,NR,134
T, Buzau,2015,NR,177
T, Buzau,2016,NR,312
T, Buzau,2017,NR,297
T, Buzau,2018,NR,343
T, Buzau,2019,NR,361
T, Buzau,2020,NR,274
T, Constanta,1990,NR,921
T, Constanta,1991,NR,659
T, Constanta,1992,NR,460
T, Constanta,1993,NR,303
T, Constanta,1994,NR,383
T, Constanta,1995,NR,462
T, Constanta,1996,NR,415
T, Constanta,1997,NR,479
T, Constanta,1998,NR,369
T, Constanta,1999,NR,369
T, Constanta,2000,NR,516
T, Constanta,2001,NR,257
T, Constanta,2002,NR,210
T, Constanta,2003,NR,204
T, Constanta,2004,NR,276
T, Constanta,2005,NR,300
T, Constanta,2006,NR,325
T, Constanta,2007,NR,217
T, Constanta,2008,NR,248
T, Constanta,2009,NR,331
T, Constanta,2010,NR,258
T, Constanta,2011,NR,423
T, Constanta,2012,NR,487
T, Constanta,2013,NR,568
T, Constanta,2014,NR,444
T, Constanta,2015,NR,527
T, Constanta,2016,NR,852
T, Constanta,2017,NR,883
T, Constanta,2018,NR,1063
T, Constanta,2019,NR,964
T, Constanta,2020,NR,727
T, Galati,1990,NR,213
T, Galati,1991,NR,237
T, Galati,1992,NR,182
T, Galati,1993,NR,137
T, Galati,1994,NR,141
T, Galati,1995,NR,339
T, Galati,1996,NR,261
T, Galati,1997,NR,239
T, Galati,1998,NR,204
T, Galati,1999,NR,154
T, Galati,2000,NR,176
T, Galati,2001,NR,161
T, Galati,2002,NR,128
T, Galati,2003,NR,202
T, Galati,2004,NR,347
T, Galati,2005,NR,331
T, Galati,2006,NR,427
T, Galati,2007,NR,230
T, Galati,2008,NR,269
T, Galati,2009,NR,291
T, Galati,2010,NR,235
T, Galati,2011,NR,490
T, Galati,2012,NR,480
T, Galati,2013,NR,504
T, Galati,2014,NR,418
T, Galati,2015,NR,537
T, Galati,2016,NR,831
T, Galati,2017,NR,878
T, Galati,2018,NR,1096
T, Galati,2019,NR,1141
T, Galati,2020,NR,860
T, Tulcea,1990,NR,95
T, Tulcea,1991,NR,135
T, Tulcea,1992,NR,62
T, Tulcea,1993,NR,49
T, Tulcea,1994,NR,54
T, Tulcea,1995,NR,83
T, Tulcea,1996,NR,70
T, Tulcea,1997,NR,75
T, Tulcea,1998,NR,74
T, Tulcea,1999,NR,68
T, Tulcea,2000,NR,73
T, Tulcea,2001,NR,57
T, Tulcea,2002,NR,42
T, Tulcea,2003,NR,52
T, Tulcea,2004,NR,48
T, Tulcea,2005,NR,50
T, Tulcea,2006,NR,52
T, Tulcea,2007,NR,54
T, Tulcea,2008,NR,63
T, Tulcea,2009,NR,60
T, Tulcea,2010,NR,59
T, Tulcea,2011,NR,102
T, Tulcea,2012,NR,148
T, Tulcea,2013,NR,183
T, Tulcea,2014,NR,147
T, Tulcea,2015,NR,160
T, Tulcea,2016,NR,285
T, Tulcea,2017,NR,290
T, Tulcea,2018,NR,304
T, Tulcea,2019,NR,313
T, Tulcea,2020,NR,246
T, Vrancea,1990,NR,123
T, Vrancea,1991,NR,110
T, Vrancea,1992,NR,45
T, Vrancea,1993,NR,43
T, Vrancea,1994,NR,50
T, Vrancea,1995,NR,101
T, Vrancea,1996,NR,134
T, Vrancea,1997,NR,184
T, Vrancea,1998,NR,133
T, Vrancea,1999,NR,120
T, Vrancea,2000,NR,212
T, Vrancea,2001,NR,164
T, Vrancea,2002,NR,124
T, Vrancea,2003,NR,221
T, Vrancea,2004,NR,201
T, Vrancea,2005,NR,302
T, Vrancea,2006,NR,349
T, Vrancea,2007,NR,172
T, Vrancea,2008,NR,124
T, Vrancea,2009,NR,132
T, Vrancea,2010,NR,104
T, Vrancea,2011,NR,196
T, Vrancea,2012,NR,161
T, Vrancea,2013,NR,178
T, Vrancea,2014,NR,171
T, Vrancea,2015,NR,212
T, Vrancea,2016,NR,332
T, Vrancea,2017,NR,316
T, Vrancea,2018,NR,413
T, Vrancea,2019,NR,384
T, Vrancea,2020,NR,262
T, MACROREGIUNEA TREI,1990,NR,9181
T, MACROREGIUNEA TREI,1991,NR,6220
T, MACROREGIUNEA TREI,1992,NR,4995
T, MACROREGIUNEA TREI,1993,NR,2943
T, MACROREGIUNEA TREI,1994,NR,4218
T, MACROREGIUNEA TREI,1995,NR,6968
T, MACROREGIUNEA TREI,1996,NR,6353
T, MACROREGIUNEA TREI,1997,NR,5016
T, MACROREGIUNEA TREI,1998,NR,7126
T, MACROREGIUNEA TREI,1999,NR,4704
T, MACROREGIUNEA TREI,2000,NR,3952
T, MACROREGIUNEA TREI,2001,NR,2509
T, MACROREGIUNEA TREI,2002,NR,1791
T, MACROREGIUNEA TREI,2003,NR,2330
T, MACROREGIUNEA TREI,2004,NR,2635
T, MACROREGIUNEA TREI,2005,NR,2261
T, MACROREGIUNEA TREI,2006,NR,3103
T, MACROREGIUNEA TREI,2007,NR,2150
T, MACROREGIUNEA TREI,2008,NR,2116
T, MACROREGIUNEA TREI,2009,NR,2580
T, MACROREGIUNEA TREI,2010,NR,2058
T, MACROREGIUNEA TREI,2011,NR,7213
T, MACROREGIUNEA TREI,2012,NR,6893
T, MACROREGIUNEA TREI,2013,NR,7794
T, MACROREGIUNEA TREI,2014,NR,3011
T, MACROREGIUNEA TREI,2015,NR,4295
T, MACROREGIUNEA TREI,2016,NR,6241
T, MACROREGIUNEA TREI,2017,NR,6410
T, MACROREGIUNEA TREI,2018,NR,7365
T, MACROREGIUNEA TREI,2019,NR,7075
T, MACROREGIUNEA TREI,2020,NR,5618
T, Regiunea SUD-MUNTENIA,1990,NR,1204
T, Regiunea SUD-MUNTENIA,1991,NR,2188
T, Regiunea SUD-MUNTENIA,1992,NR,614
T, Regiunea SUD-MUNTENIA,1993,NR,420
T, Regiunea SUD-MUNTENIA,1994,NR,540
T, Regiunea SUD-MUNTENIA,1995,NR,1052
T, Regiunea SUD-MUNTENIA,1996,NR,1087
T, Regiunea SUD-MUNTENIA,1997,NR,971
T, Regiunea SUD-MUNTENIA,1998,NR,750
T, Regiunea SUD-MUNTENIA,1999,NR,690
T, Regiunea SUD-MUNTENIA,2000,NR,1039
T, Regiunea SUD-MUNTENIA,2001,NR,668
T, Regiunea SUD-MUNTENIA,2002,NR,360
T, Regiunea SUD-MUNTENIA,2003,NR,538
T, Regiunea SUD-MUNTENIA,2004,NR,578
T, Regiunea SUD-MUNTENIA,2005,NR,453
T, Regiunea SUD-MUNTENIA,2006,NR,663
T, Regiunea SUD-MUNTENIA,2007,NR,507
T, Regiunea SUD-MUNTENIA,2008,NR,549
T, Regiunea SUD-MUNTENIA,2009,NR,644
T, Regiunea SUD-MUNTENIA,2010,NR,602
T, Regiunea SUD-MUNTENIA,2011,NR,1107
T, Regiunea SUD-MUNTENIA,2012,NR,1414
T, Regiunea SUD-MUNTENIA,2013,NR,1646
T, Regiunea SUD-MUNTENIA,2014,NR,1214
T, Regiunea SUD-MUNTENIA,2015,NR,1590
T, Regiunea SUD-MUNTENIA,2016,NR,2393
T, Regiunea SUD-MUNTENIA,2017,NR,2351
T, Regiunea SUD-MUNTENIA,2018,NR,2816
T, Regiunea SUD-MUNTENIA,2019,NR,2664
T, Regiunea SUD-MUNTENIA,2020,NR,2080
T, Arges,1990,NR,270
T, Arges,1991,NR,321
T, Arges,1992,NR,116
T, Arges,1993,NR,94
T, Arges,1994,NR,140
T, Arges,1995,NR,313
T, Arges,1996,NR,251
T, Arges,1997,NR,262
T, Arges,1998,NR,222
T, Arges,1999,NR,185
T, Arges,2000,NR,201
T, Arges,2001,NR,147
T, Arges,2002,NR,99
T, Arges,2003,NR,79
T, Arges,2004,NR,99
T, Arges,2005,NR,85
T, Arges,2006,NR,117
T, Arges,2007,NR,97
T, Arges,2008,NR,112
T, Arges,2009,NR,148
T, Arges,2010,NR,141
T, Arges,2011,NR,194
T, Arges,2012,NR,214
T, Arges,2013,NR,208
T, Arges,2014,NR,175
T, Arges,2015,NR,250
T, Arges,2016,NR,367
T, Arges,2017,NR,360
T, Arges,2018,NR,406
T, Arges,2019,NR,436
T, Arges,2020,NR,348
T, Calarasi,1990,NR,130
T, Calarasi,1991,NR,320
T, Calarasi,1992,NR,34
T, Calarasi,1993,NR,22
T, Calarasi,1994,NR,37
T, Calarasi,1995,NR,74
T, Calarasi,1996,NR,87
T, Calarasi,1997,NR,82
T, Calarasi,1998,NR,64
T, Calarasi,1999,NR,39
T, Calarasi,2000,NR,81
T, Calarasi,2001,NR,47
T, Calarasi,2002,NR,17
T, Calarasi,2003,NR,46
T, Calarasi,2004,NR,23
T, Calarasi,2005,NR,30
T, Calarasi,2006,NR,35
T, Calarasi,2007,NR,33
T, Calarasi,2008,NR,35
T, Calarasi,2009,NR,38
T, Calarasi,2010,NR,40
T, Calarasi,2011,NR,115
T, Calarasi,2012,NR,107
T, Calarasi,2013,NR,152
T, Calarasi,2014,NR,132
T, Calarasi,2015,NR,167
T, Calarasi,2016,NR,199
T, Calarasi,2017,NR,239
T, Calarasi,2018,NR,234
T, Calarasi,2019,NR,300
T, Calarasi,2020,NR,215
T, Dambovita,1990,NR,196
T, Dambovita,1991,NR,465
T, Dambovita,1992,NR,86
T, Dambovita,1993,NR,46
T, Dambovita,1994,NR,64
T, Dambovita,1995,NR,100
T, Dambovita,1996,NR,117
T, Dambovita,1997,NR,132
T, Dambovita,1998,NR,75
T, Dambovita,1999,NR,80
T, Dambovita,2000,NR,159
T, Dambovita,2001,NR,90
T, Dambovita,2002,NR,38
T, Dambovita,2003,NR,87
T, Dambovita,2004,NR,120
T, Dambovita,2005,NR,79
T, Dambovita,2006,NR,116
T, Dambovita,2007,NR,105
T, Dambovita,2008,NR,101
T, Dambovita,2009,NR,123
T, Dambovita,2010,NR,112
T, Dambovita,2011,NR,173
T, Dambovita,2012,NR,211
T, Dambovita,2013,NR,271
T, Dambovita,2014,NR,211
T, Dambovita,2015,NR,260
T, Dambovita,2016,NR,383
T, Dambovita,2017,NR,402
T, Dambovita,2018,NR,503
T, Dambovita,2019,NR,482
T, Dambovita,2020,NR,381
T, Giurgiu,1990,NR,102
T, Giurgiu,1991,NR,335
T, Giurgiu,1992,NR,20
T, Giurgiu,1993,NR,22
T, Giurgiu,1994,NR,6
T, Giurgiu,1995,NR,37
T, Giurgiu,1996,NR,35
T, Giurgiu,1997,NR,36
T, Giurgiu,1998,NR,24
T, Giurgiu,1999,NR,53
T, Giurgiu,2000,NR,52
T, Giurgiu,2001,NR,24
T, Giurgiu,2002,NR,16
T, Giurgiu,2003,NR,25
T, Giurgiu,2004,NR,15
T, Giurgiu,2005,NR,17
T, Giurgiu,2006,NR,27
T, Giurgiu,2007,NR,21
T, Giurgiu,2008,NR,15
T, Giurgiu,2009,NR,22
T, Giurgiu,2010,NR,28
T, Giurgiu,2011,NR,65
T, Giurgiu,2012,NR,82
T, Giurgiu,2013,NR,122
T, Giurgiu,2014,NR,92
T, Giurgiu,2015,NR,108
T, Giurgiu,2016,NR,143
T, Giurgiu,2017,NR,159
T, Giurgiu,2018,NR,210
T, Giurgiu,2019,NR,166
T, Giurgiu,2020,NR,144
T, Ialomita,1990,NR,72
T, Ialomita,1991,NR,124
T, Ialomita,1992,NR,39
T, Ialomita,1993,NR,27
T, Ialomita,1994,NR,28
T, Ialomita,1995,NR,46
T, Ialomita,1996,NR,63
T, Ialomita,1997,NR,56
T, Ialomita,1998,NR,48
T, Ialomita,1999,NR,57
T, Ialomita,2000,NR,85
T, Ialomita,2001,NR,47
T, Ialomita,2002,NR,22
T, Ialomita,2003,NR,46
T, Ialomita,2004,NR,42
T, Ialomita,2005,NR,31
T, Ialomita,2006,NR,32
T, Ialomita,2007,NR,25
T, Ialomita,2008,NR,23
T, Ialomita,2009,NR,36
T, Ialomita,2010,NR,40
T, Ialomita,2011,NR,72
T, Ialomita,2012,NR,83
T, Ialomita,2013,NR,156
T, Ialomita,2014,NR,92
T, Ialomita,2015,NR,126
T, Ialomita,2016,NR,255
T, Ialomita,2017,NR,206
T, Ialomita,2018,NR,251
T, Ialomita,2019,NR,198
T, Ialomita,2020,NR,160
T, Prahova,1990,NR,323
T, Prahova,1991,NR,455
T, Prahova,1992,NR,285
T, Prahova,1993,NR,180
T, Prahova,1994,NR,238
T, Prahova,1995,NR,445
T, Prahova,1996,NR,461
T, Prahova,1997,NR,342
T, Prahova,1998,NR,275
T, Prahova,1999,NR,208
T, Prahova,2000,NR,359
T, Prahova,2001,NR,255
T, Prahova,2002,NR,153
T, Prahova,2003,NR,228
T, Prahova,2004,NR,235
T, Prahova,2005,NR,169
T, Prahova,2006,NR,272
T, Prahova,2007,NR,190
T, Prahova,2008,NR,203
T, Prahova,2009,NR,230
T, Prahova,2010,NR,176
T, Prahova,2011,NR,297
T, Prahova,2012,NR,413
T, Prahova,2013,NR,409
T, Prahova,2014,NR,283
T, Prahova,2015,NR,413
T, Prahova,2016,NR,643
T, Prahova,2017,NR,606
T, Prahova,2018,NR,762
T, Prahova,2019,NR,667
T, Prahova,2020,NR,499
T, Teleorman,1990,NR,111
T, Teleorman,1991,NR,168
T, Teleorman,1992,NR,34
T, Teleorman,1993,NR,29
T, Teleorman,1994,NR,27
T, Teleorman,1995,NR,37
T, Teleorman,1996,NR,73
T, Teleorman,1997,NR,61
T, Teleorman,1998,NR,42
T, Teleorman,1999,NR,68
T, Teleorman,2000,NR,102
T, Teleorman,2001,NR,58
T, Teleorman,2002,NR,15
T, Teleorman,2003,NR,27
T, Teleorman,2004,NR,44
T, Teleorman,2005,NR,42
T, Teleorman,2006,NR,64
T, Teleorman,2007,NR,36
T, Teleorman,2008,NR,60
T, Teleorman,2009,NR,47
T, Teleorman,2010,NR,65
T, Teleorman,2011,NR,191
T, Teleorman,2012,NR,304
T, Teleorman,2013,NR,328
T, Teleorman,2014,NR,229
T, Teleorman,2015,NR,266
T, Teleorman,2016,NR,403
T, Teleorman,2017,NR,379
T, Teleorman,2018,NR,450
T, Teleorman,2019,NR,415
T, Teleorman,2020,NR,333
T, Regiunea BUCURESTI - ILFOV,1990,NR,7977
T, Regiunea BUCURESTI - ILFOV,1991,NR,4032
T, Regiunea BUCURESTI - ILFOV,1992,NR,4381
T, Regiunea BUCURESTI - ILFOV,1993,NR,2523
T, Regiunea BUCURESTI - ILFOV,1994,NR,3678
T, Regiunea BUCURESTI - ILFOV,1995,NR,5916
T, Regiunea BUCURESTI - ILFOV,1996,NR,5266
T, Regiunea BUCURESTI - ILFOV,1997,NR,4045
T, Regiunea BUCURESTI - ILFOV,1998,NR,6376
T, Regiunea BUCURESTI - ILFOV,1999,NR,4014
T, Regiunea BUCURESTI - ILFOV,2000,NR,2913
T, Regiunea BUCURESTI - ILFOV,2001,NR,1841
T, Regiunea BUCURESTI - ILFOV,2002,NR,1431
T, Regiunea BUCURESTI - ILFOV,2003,NR,1792
T, Regiunea BUCURESTI - ILFOV,2004,NR,2057
T, Regiunea BUCURESTI - ILFOV,2005,NR,1808
T, Regiunea BUCURESTI - ILFOV,2006,NR,2440
T, Regiunea BUCURESTI - ILFOV,2007,NR,1643
T, Regiunea BUCURESTI - ILFOV,2008,NR,1567
T, Regiunea BUCURESTI - ILFOV,2009,NR,1936
T, Regiunea BUCURESTI - ILFOV,2010,NR,1456
T, Regiunea BUCURESTI - ILFOV,2011,NR,6106
T, Regiunea BUCURESTI - ILFOV,2012,NR,5479
T, Regiunea BUCURESTI - ILFOV,2013,NR,6148
T, Regiunea BUCURESTI - ILFOV,2014,NR,1797
T, Regiunea BUCURESTI - ILFOV,2015,NR,2705
T, Regiunea BUCURESTI - ILFOV,2016,NR,3848
T, Regiunea BUCURESTI - ILFOV,2017,NR,4059
T, Regiunea BUCURESTI - ILFOV,2018,NR,4549
T, Regiunea BUCURESTI - ILFOV,2019,NR,4411
T, Regiunea BUCURESTI - ILFOV,2020,NR,3538
T, Ilfov,1990,NR,199
T, Ilfov,1991,NR,101
T, Ilfov,1992,NR,109
T, Ilfov,1993,NR,49
T, Ilfov,1994,NR,99
T, Ilfov,1995,NR,156
T, Ilfov,1996,NR,123
T, Ilfov,1997,NR,66
T, Ilfov,1998,NR,50
T, Ilfov,1999,NR,38
T, Ilfov,2000,NR,52
T, Ilfov,2001,NR,36
T, Ilfov,2002,NR,22
T, Ilfov,2003,NR,34
T, Ilfov,2004,NR,39
T, Ilfov,2005,NR,17
T, Ilfov,2006,NR,37
T, Ilfov,2007,NR,18
T, Ilfov,2008,NR,40
T, Ilfov,2009,NR,50
T, Ilfov,2010,NR,23
T, Ilfov,2011,NR,72
T, Ilfov,2012,NR,57
T, Ilfov,2013,NR,105
T, Ilfov,2014,NR,133
T, Ilfov,2015,NR,174
T, Ilfov,2016,NR,214
T, Ilfov,2017,NR,276
T, Ilfov,2018,NR,305
T, Ilfov,2019,NR,319
T, Ilfov,2020,NR,278
T, Municipiul Bucuresti,1990,NR,7778
T, Municipiul Bucuresti,1991,NR,3931
T, Municipiul Bucuresti,1992,NR,4272
T, Municipiul Bucuresti,1993,NR,2474
T, Municipiul Bucuresti,1994,NR,3579
T, Municipiul Bucuresti,1995,NR,5760
T, Municipiul Bucuresti,1996,NR,5143
T, Municipiul Bucuresti,1997,NR,3979
T, Municipiul Bucuresti,1998,NR,6326
T, Municipiul Bucuresti,1999,NR,3976
T, Municipiul Bucuresti,2000,NR,2861
T, Municipiul Bucuresti,2001,NR,1805
T, Municipiul Bucuresti,2002,NR,1409
T, Municipiul Bucuresti,2003,NR,1758
T, Municipiul Bucuresti,2004,NR,2018
T, Municipiul Bucuresti,2005,NR,1791
T, Municipiul Bucuresti,2006,NR,2403
T, Municipiul Bucuresti,2007,NR,1625
T, Municipiul Bucuresti,2008,NR,1527
T, Municipiul Bucuresti,2009,NR,1886
T, Municipiul Bucuresti,2010,NR,1433
T, Municipiul Bucuresti,2011,NR,6034
T, Municipiul Bucuresti,2012,NR,5422
T, Municipiul Bucuresti,2013,NR,6043
T, Municipiul Bucuresti,2014,NR,1664
T, Municipiul Bucuresti,2015,NR,2531
T, Municipiul Bucuresti,2016,NR,3634
T, Municipiul Bucuresti,2017,NR,3783
T, Municipiul Bucuresti,2018,NR,4244
T, Municipiul Bucuresti,2019,NR,4092
T, Municipiul Bucuresti,2020,NR,3260
T, MACROREGIUNEA PATRU,1990,NR,33362
T, MACROREGIUNEA PATRU,1991,NR,11554
T, MACROREGIUNEA PATRU,1992,NR,7685
T, MACROREGIUNEA PATRU,1993,NR,6203
T, MACROREGIUNEA PATRU,1994,NR,5088
T, MACROREGIUNEA PATRU,1995,NR,6501
T, MACROREGIUNEA PATRU,1996,NR,5463
T, MACROREGIUNEA PATRU,1997,NR,5057
T, MACROREGIUNEA PATRU,1998,NR,3130
T, MACROREGIUNEA PATRU,1999,NR,2196
T, MACROREGIUNEA PATRU,2000,NR,2840
T, MACROREGIUNEA PATRU,2001,NR,1660
T, MACROREGIUNEA PATRU,2002,NR,1427
T, MACROREGIUNEA PATRU,2003,NR,1910
T, MACROREGIUNEA PATRU,2004,NR,2327
T, MACROREGIUNEA PATRU,2005,NR,1906
T, MACROREGIUNEA PATRU,2006,NR,2563
T, MACROREGIUNEA PATRU,2007,NR,1680
T, MACROREGIUNEA PATRU,2008,NR,1689
T, MACROREGIUNEA PATRU,2009,NR,2027
T, MACROREGIUNEA PATRU,2010,NR,1561
T, MACROREGIUNEA PATRU,2011,NR,2893
T, MACROREGIUNEA PATRU,2012,NR,2919
T, MACROREGIUNEA PATRU,2013,NR,2908
T, MACROREGIUNEA PATRU,2014,NR,2149
T, MACROREGIUNEA PATRU,2015,NR,2763
T, MACROREGIUNEA PATRU,2016,NR,4310
T, MACROREGIUNEA PATRU,2017,NR,4220
T, MACROREGIUNEA PATRU,2018,NR,4800
T, MACROREGIUNEA PATRU,2019,NR,4686
T, MACROREGIUNEA PATRU,2020,NR,3731
T, Regiunea SUD-VEST OLTENIA,1990,NR,827
T, Regiunea SUD-VEST OLTENIA,1991,NR,1040
T, Regiunea SUD-VEST OLTENIA,1992,NR,581
T, Regiunea SUD-VEST OLTENIA,1993,NR,351
T, Regiunea SUD-VEST OLTENIA,1994,NR,396
T, Regiunea SUD-VEST OLTENIA,1995,NR,791
T, Regiunea SUD-VEST OLTENIA,1996,NR,767
T, Regiunea SUD-VEST OLTENIA,1997,NR,835
T, Regiunea SUD-VEST OLTENIA,1998,NR,614
T, Regiunea SUD-VEST OLTENIA,1999,NR,574
T, Regiunea SUD-VEST OLTENIA,2000,NR,772
T, Regiunea SUD-VEST OLTENIA,2001,NR,468
T, Regiunea SUD-VEST OLTENIA,2002,NR,306
T, Regiunea SUD-VEST OLTENIA,2003,NR,489
T, Regiunea SUD-VEST OLTENIA,2004,NR,589
T, Regiunea SUD-VEST OLTENIA,2005,NR,488
T, Regiunea SUD-VEST OLTENIA,2006,NR,617
T, Regiunea SUD-VEST OLTENIA,2007,NR,451
T, Regiunea SUD-VEST OLTENIA,2008,NR,419
T, Regiunea SUD-VEST OLTENIA,2009,NR,607
T, Regiunea SUD-VEST OLTENIA,2010,NR,449
T, Regiunea SUD-VEST OLTENIA,2011,NR,759
T, Regiunea SUD-VEST OLTENIA,2012,NR,791
T, Regiunea SUD-VEST OLTENIA,2013,NR,797
T, Regiunea SUD-VEST OLTENIA,2014,NR,681
T, Regiunea SUD-VEST OLTENIA,2015,NR,833
T, Regiunea SUD-VEST OLTENIA,2016,NR,1363
T, Regiunea SUD-VEST OLTENIA,2017,NR,1234
T, Regiunea SUD-VEST OLTENIA,2018,NR,1470
T, Regiunea SUD-VEST OLTENIA,2019,NR,1497
T, Regiunea SUD-VEST OLTENIA,2020,NR,1114
T, Dolj,1990,NR,275
T, Dolj,1991,NR,434
T, Dolj,1992,NR,222
T, Dolj,1993,NR,160
T, Dolj,1994,NR,163
T, Dolj,1995,NR,436
T, Dolj,1996,NR,385
T, Dolj,1997,NR,348
T, Dolj,1998,NR,245
T, Dolj,1999,NR,246
T, Dolj,2000,NR,296
T, Dolj,2001,NR,224
T, Dolj,2002,NR,129
T, Dolj,2003,NR,196
T, Dolj,2004,NR,306
T, Dolj,2005,NR,262
T, Dolj,2006,NR,297
T, Dolj,2007,NR,210
T, Dolj,2008,NR,165
T, Dolj,2009,NR,283
T, Dolj,2010,NR,192
T, Dolj,2011,NR,299
T, Dolj,2012,NR,291
T, Dolj,2013,NR,277
T, Dolj,2014,NR,260
T, Dolj,2015,NR,303
T, Dolj,2016,NR,526
T, Dolj,2017,NR,468
T, Dolj,2018,NR,515
T, Dolj,2019,NR,519
T, Dolj,2020,NR,410
T, Gorj,1990,NR,80
T, Gorj,1991,NR,111
T, Gorj,1992,NR,73
T, Gorj,1993,NR,46
T, Gorj,1994,NR,37
T, Gorj,1995,NR,64
T, Gorj,1996,NR,86
T, Gorj,1997,NR,77
T, Gorj,1998,NR,52
T, Gorj,1999,NR,40
T, Gorj,2000,NR,58
T, Gorj,2001,NR,28
T, Gorj,2002,NR,33
T, Gorj,2003,NR,52
T, Gorj,2004,NR,38
T, Gorj,2005,NR,43
T, Gorj,2006,NR,46
T, Gorj,2007,NR,45
T, Gorj,2008,NR,50
T, Gorj,2009,NR,57
T, Gorj,2010,NR,55
T, Gorj,2011,NR,84
T, Gorj,2012,NR,71
T, Gorj,2013,NR,84
T, Gorj,2014,NR,69
T, Gorj,2015,NR,113
T, Gorj,2016,NR,143
T, Gorj,2017,NR,148
T, Gorj,2018,NR,171
T, Gorj,2019,NR,204
T, Gorj,2020,NR,140
T, Mehedinti,1990,NR,239
T, Mehedinti,1991,NR,245
T, Mehedinti,1992,NR,138
T, Mehedinti,1993,NR,78
T, Mehedinti,1994,NR,100
T, Mehedinti,1995,NR,98
T, Mehedinti,1996,NR,113
T, Mehedinti,1997,NR,169
T, Mehedinti,1998,NR,105
T, Mehedinti,1999,NR,88
T, Mehedinti,2000,NR,111
T, Mehedinti,2001,NR,53
T, Mehedinti,2002,NR,36
T, Mehedinti,2003,NR,44
T, Mehedinti,2004,NR,49
T, Mehedinti,2005,NR,46
T, Mehedinti,2006,NR,84
T, Mehedinti,2007,NR,59
T, Mehedinti,2008,NR,56
T, Mehedinti,2009,NR,79
T, Mehedinti,2010,NR,51
T, Mehedinti,2011,NR,108
T, Mehedinti,2012,NR,79
T, Mehedinti,2013,NR,111
T, Mehedinti,2014,NR,92
T, Mehedinti,2015,NR,103
T, Mehedinti,2016,NR,168
T, Mehedinti,2017,NR,148
T, Mehedinti,2018,NR,180
T, Mehedinti,2019,NR,213
T, Mehedinti,2020,NR,144
T, Olt,1990,NR,66
T, Olt,1991,NR,89
T, Olt,1992,NR,57
T, Olt,1993,NR,19
T, Olt,1994,NR,38
T, Olt,1995,NR,69
T, Olt,1996,NR,51
T, Olt,1997,NR,102
T, Olt,1998,NR,84
T, Olt,1999,NR,56
T, Olt,2000,NR,96
T, Olt,2001,NR,47
T, Olt,2002,NR,20
T, Olt,2003,NR,43
T, Olt,2004,NR,46
T, Olt,2005,NR,58
T, Olt,2006,NR,77
T, Olt,2007,NR,59
T, Olt,2008,NR,63
T, Olt,2009,NR,76
T, Olt,2010,NR,62
T, Olt,2011,NR,122
T, Olt,2012,NR,195
T, Olt,2013,NR,210
T, Olt,2014,NR,162
T, Olt,2015,NR,190
T, Olt,2016,NR,266
T, Olt,2017,NR,242
T, Olt,2018,NR,358
T, Olt,2019,NR,289
T, Olt,2020,NR,235
T, Valcea,1990,NR,167
T, Valcea,1991,NR,161
T, Valcea,1992,NR,91
T, Valcea,1993,NR,48
T, Valcea,1994,NR,58
T, Valcea,1995,NR,124
T, Valcea,1996,NR,132
T, Valcea,1997,NR,139
T, Valcea,1998,NR,128
T, Valcea,1999,NR,144
T, Valcea,2000,NR,211
T, Valcea,2001,NR,116
T, Valcea,2002,NR,88
T, Valcea,2003,NR,154
T, Valcea,2004,NR,150
T, Valcea,2005,NR,79
T, Valcea,2006,NR,113
T, Valcea,2007,NR,78
T, Valcea,2008,NR,85
T, Valcea,2009,NR,112
T, Valcea,2010,NR,89
T, Valcea,2011,NR,146
T, Valcea,2012,NR,155
T, Valcea,2013,NR,115
T, Valcea,2014,NR,98
T, Valcea,2015,NR,124
T, Valcea,2016,NR,260
T, Valcea,2017,NR,228
T, Valcea,2018,NR,246
T, Valcea,2019,NR,272
T, Valcea,2020,NR,185
T, Regiunea VEST,1990,NR,32535
T, Regiunea VEST,1991,NR,10514
T, Regiunea VEST,1992,NR,7104
T, Regiunea VEST,1993,NR,5852
T, Regiunea VEST,1994,NR,4692
T, Regiunea VEST,1995,NR,5710
T, Regiunea VEST,1996,NR,4696
T, Regiunea VEST,1997,NR,4222
T, Regiunea VEST,1998,NR,2516
T, Regiunea VEST,1999,NR,1622
T, Regiunea VEST,2000,NR,2068
T, Regiunea VEST,2001,NR,1192
T, Regiunea VEST,2002,NR,1121
T, Regiunea VEST,2003,NR,1421
T, Regiunea VEST,2004,NR,1738
